 ['c_000000000699', 'polyA_site_00006_+_readcount_7', 'ORF_000009', '+', 'no'],
 ['c_000000000006', 'polyA_site_03859_-_readcount_17', 'ORF_001196', '-', 'no'],
 ['c_000000000006', 'polyA_site_03861_-_readcount_1', 'ORF_001199', '-', 'no'],
 ['c_000000000006', 'polyA_site_03862_-_readcount_5', 'ORF_001200', '-', 'no'],
 ['c_000000000006', 'polyA_site_03863_-_readcount_2', 'ORF_001202-b', '-', 'no'],
 ['c_000000000006', 'polyA_site_03864_-_readcount_3', 'ORF_001208', '-', 'no'],
 ['c_000000000006', 'polyA_site_03865_-_readcount_2', 'ORF_001209', '-', 'no'],
 ['c_000000000006', 'polyA_site_03866_-_readcount_8', 'ORF_001215', '-', 'no'],
 ['c_000000000006', 'polyA_site_03867_-_readcount_246', 'ORF_001215', '-', 'no'],
 ['c_000000000006', 'polyA_site_03868_-_readcount_1', 'ORF_001215', '-', 'no'],
 ['c_000000000006', 'polyA_site_03869_-_readcount_34', 'ORF_001217-b', '-', 'no'],
 ['c_000000000006', 'polyA_site_03870_-_readcount_8', 'ORF_001219', '-', 'no'],
 ['c_000000000006', 'polyA_site_03872_-_readcount_2', 'ORF_001220', '-', 'no'],
 ['c_000000000006', 'polyA_site_03873_-_readcount_8', 'ORF_001221', '-', 'no'],
 ['c_000000000006', 'polyA_site_03874_-_readcount_1', 'ORF_001231', '-', 'no'],
 ['c_000000000006', 'polyA_site_03875_-_readcount_1', 'ORF_001235', '-', 'no'],
 ['c_000000000006', 'polyA_site_03876_-_readcount_3', 'ORF_001237', '-', 'no'],
 ['c_000000000006', 'polyA_site_03877_-_readcount_1', 'ORF_001239', '-', 'no'],
 ['c_000000000006', 'polyA_site_03878_-_readcount_1', 'ORF_001239', '-', 'no'],
 ['c_000000000006', 'polyA_site_03879_-_readcount_5', 'ORF_001239-b', '-', 'no'],
 ['c_000000000006', 'polyA_site_03880_-_readcount_2', 'ORF_001241', '-', 'no'],
 ['c_000000000006', 'polyA_site_03881_-_readcount_2', 'ORF_001241', '-', 'no'],
 ['c_000000000006', 'polyA_site_03882_-_readcount_10', 'ORF_001243', '-', 'no'],
 ['c_000000000006', 'polyA_site_03883_-_readcount_2', 'ORF_001245', '-', 'no'],
 ['c_000000000006', 'polyA_site_03884_-_readcount_377', 'ORF_001246', '-', 'no'],
 ['c_000000000006', 'polyA_site_03885_-_readcount_7', 'ORF_001246', '-', 'no'],
 ['c_000000000006', 'polyA_site_03886_-_readcount_3', 'ORF_001246', '-', 'no'],
 ['c_000000000006', 'polyA_site_03887_-_readcount_7', 'ORF_001248', '-', 'no'],
 ['c_000000000006', 'polyA_site_03888_-_readcount_5', 'ORF_001250', '-', 'no'],
 ['c_000000000006', 'polyA_site_03889_-_readcount_8', 'ORF_001250', '-', 'no'],
 ['c_000000000006', 'polyA_site_03890_-_readcount_6', 'ORF_001251', '-', 'no'],
 ['c_000000000006', 'polyA_site_03891_-_readcount_86', 'ORF_001253', '-', 'no'],
 ['c_000000000006', 'polyA_site_03892_-_readcount_3', 'ORF_001253', '-', 'no'],
 ['c_000000000006', 'polyA_site_03893_-_readcount_1', 'ORF_001253', '-', 'no'],
 ['c_000000000006', 'polyA_site_03894_-_readcount_4', 'ORF_001254', '-', 'no'],
 ['c_000000000006', 'polyA_site_03895_-_readcount_7', 'ORF_001258', '-', 'no'],
 ['c_000000000006', 'polyA_site_03896_-_readcount_1', 'ORF_001260', '-', 'no'],
 ['c_000000000006', 'polyA_site_03897_-_readcount_1', 'ORF_001267', '-', 'no'],
 ['c_000000000006', 'polyA_site_03898_-_readcount_1', 'ORF_001269', '-', 'no'],
 ['c_000000000006', 'polyA_site_03899_-_readcount_1', 'ORF_001274-c', '-', 'no'],
 ['c_000000000006', 'polyA_site_03900_-_readcount_117', 'ORF_001275', '-', 'no'],
 ['c_000000000006', 'polyA_site_03901_-_readcount_4', 'ORF_001275', '-', 'no'],
 ['c_000000000006', 'polyA_site_03902_-_readcount_1', 'ORF_001277', '-', 'no'],
 ['c_000000000006', 'polyA_site_03904_-_readcount_20', 'ORF_001285', '-', 'no'],
 ['c_000000000006', 'polyA_site_03905_-_readcount_12', 'ORF_001287', '-', 'no'],
 ['c_000000000006', 'polyA_site_03906_-_readcount_2', 'ORF_001292', '-', 'no'],
 ['c_000000000006', 'polyA_site_03907_-_readcount_3', 'ORF_001293', '-', 'no'],
 ['c_000000000006', 'polyA_site_03908_-_readcount_3', 'ORF_001293', '-', 'no'],
 ['c_000000000006', 'polyA_site_03909_-_readcount_2', 'ORF_001295', '-', 'no'],
 ['c_000000000006', 'polyA_site_03910_-_readcount_28', 'ORF_001297', '-', 'no'],
 ['c_000000000006', 'polyA_site_03911_-_readcount_2', 'ORF_001303-c', '-', 'no'],
 ['c_000000000006', 'polyA_site_03912_-_readcount_1', 'ORF_001309', '-', 'no'],
 ['c_000000000006', 'polyA_site_03913_-_readcount_11', 'ORF_001312', '-', 'no'],
 ['c_000000000006', 'polyA_site_03914_-_readcount_25', 'ORF_001314', '-', 'no'],
 ['c_000000000006', 'polyA_site_03915_-_readcount_13', 'ORF_001317', '-', 'no'],
 ['c_000000000006', 'polyA_site_03916_-_readcount_8', 'ORF_001319', '-', 'no'],
 ['c_000000000006', 'polyA_site_03917_-_readcount_2', 'ORF_001322', '-', 'no'],
 ['c_000000000006', 'polyA_site_03918_-_readcount_25', 'ORF_001323', '-', 'no'],
 ['c_000000000006', 'polyA_site_03919_-_readcount_45', 'ORF_001323', '-', 'no'],
 ['c_000000000006', 'polyA_site_03920_-_readcount_1', 'ORF_001323', '-', 'no'],
 ['c_000000000006', 'polyA_site_03921_-_readcount_1', 'ORF_001326', '-', 'no'],
 ['c_000000000006', 'polyA_site_03922_-_readcount_32', 'ORF_001328', '-', 'no'],
 ['c_000000000006', 'polyA_site_03923_-_readcount_1', 'ORF_001331', '-', 'no'],
 ['c_000000000006', 'polyA_site_03924_-_readcount_16', 'ORF_001333', '-', 'no'],
 ['c_000000000006', 'polyA_site_03925_-_readcount_23', 'ORF_001336', '-', 'no'],
 ['c_000000000006', 'polyA_site_03926_-_readcount_1', 'ORF_001336', '-', 'no'],
 ['c_000000000006', 'polyA_site_03927_-_readcount_1', 'ORF_001338', '-', 'no'],
 ['c_000000000006', 'polyA_site_03928_-_readcount_8', 'ORF_001342', '-', 'no'],
 ['c_000000000006', 'polyA_site_03929_-_readcount_3', 'ORF_001347', '-', 'no'],
 ['c_000000000006', 'polyA_site_03930_-_readcount_16', 'ORF_001347', '-', 'no'],
 ['c_000000000006', 'polyA_site_03931_-_readcount_1', 'ORF_001348', '-', 'no'],
 ['c_000000000006', 'polyA_site_03932_-_readcount_1', 'ORF_001348', '-', 'no'],
 ['c_000000000006', 'polyA_site_03933_-_readcount_1', 'ORF_001350', '-', 'no'],
 ['c_000000000006', 'polyA_site_03934_-_readcount_118', 'ORF_001352', '-', 'no'],
 ['c_000000000006', 'polyA_site_03935_-_readcount_8', 'ORF_001352', '-', 'no'],
 ['c_000000000006', 'polyA_site_03936_-_readcount_17', 'ORF_001352', '-', 'no'],
 ['c_000000000006', 'polyA_site_03937_-_readcount_1', 'ORF_001352', '-', 'no'],
 ['c_000000000006', 'polyA_site_03938_-_readcount_1', 'ORF_001352', '-', 'no'],
 ['c_000000000006', 'polyA_site_03939_-_readcount_1', 'ORF_001352', '-', 'no'],
 ['c_000000000006', 'polyA_site_03940_-_readcount_3', 'ORF_001356', '-', 'no'],
 ['c_000000000006', 'polyA_site_03941_-_readcount_1', 'ORF_001356-b', '-', 'no'],
 ['c_000000000006', 'polyA_site_03942_-_readcount_4', 'ORF_001357', '-', 'no'],
 ['c_000000000006', 'polyA_site_03943_-_readcount_1', 'ORF_001365', '-', 'no'],
 ['c_000000000006', 'polyA_site_03944_-_readcount_8', 'ORF_001367', '-', 'no'],
 ['c_000000000006', 'polyA_site_03945_-_readcount_33', 'ORF_001377', '-', 'no'],
 ['c_000000000006', 'polyA_site_03946_-_readcount_21', 'ORF_001380', '-', 'no'],
 ['c_000000000006', 'polyA_site_03947_-_readcount_1', 'ORF_001380', '-', 'no'],
 ['c_000000000006', 'polyA_site_03948_-_readcount_7', 'ORF_001380', '-', 'no'],
 ['c_000000000006', 'polyA_site_03949_-_readcount_1', 'ORF_001380', '-', 'no'],
 ['c_000000000006', 'polyA_site_03950_-_readcount_1', 'ORF_001385', '-', 'no'],
 ['c_000000000006', 'polyA_site_03951_-_readcount_6', 'ORF_001386', '-', 'no'],
 ['c_000000000006', 'polyA_site_03952_-_readcount_13', 'ORF_001388', '-', 'no'],
 ['c_000000000006', 'polyA_site_03953_-_readcount_6', 'ORF_001395', '-', 'no'],
 ['c_000000000006', 'polyA_site_03954_-_readcount_1', 'ORF_001396', '-', 'no'],
 ['c_000000000006', 'polyA_site_03955_-_readcount_12', 'ORF_001396', '-', 'no'],
 ['c_000000000006', 'polyA_site_03956_-_readcount_5', 'ORF_001397', '-', 'no'],
 ['c_000000000006', 'polyA_site_03958_-_readcount_30', 'ORF_001409', '-', 'no'],
 ['c_000000000006', 'polyA_site_03959_-_readcount_2', 'ORF_001410', '-', 'no'],
 ['c_000000000006', 'polyA_site_03960_-_readcount_23', 'ORF_001413', '-', 'no'],
 ['c_000000000006', 'polyA_site_03961_-_readcount_6', 'ORF_001415', '-', 'no'],
 ['c_000000000006', 'polyA_site_03962_-_readcount_1', 'ORF_001415', '-', 'no'],
 ['c_000000000006', 'polyA_site_03963_-_readcount_64', 'ORF_001415', '-', 'no'],
 ['c_000000000006', 'polyA_site_03964_-_readcount_9', 'ORF_001415', '-', 'no'],
 ['c_000000000006', 'polyA_site_03965_-_readcount_1', 'ORF_001415', '-', 'no'],
 ['c_000000000008', 'polyA_site_03973_-_readcount_10', 'ORF_001421', '-', 'no'],
 ['c_000000000008', 'polyA_site_03974_-_readcount_3', 'ORF_001422', '-', 'no'],
 ['c_000000000008', 'polyA_site_03975_-_readcount_14', 'ORF_001424', '-', 'no'],
 ['c_000000000008', 'polyA_site_03976_-_readcount_1', 'ORF_001424', '-', 'no'],
 ['c_000000000008', 'polyA_site_03977_-_readcount_1', 'ORF_001425', '-', 'no'],
 ['c_000000000008', 'polyA_site_03978_-_readcount_1', 'ORF_001425', '-', 'no'],
 ['c_000000000008', 'polyA_site_03979_-_readcount_1', 'ORF_001426', '-', 'no'],
 ['c_000000000008', 'polyA_site_03980_-_readcount_9', 'ORF_001426', '-', 'no'],
 ['c_000000000008', 'polyA_site_03981_-_readcount_7', 'ORF_001428', '-', 'no'],
 ['c_000000000008', 'polyA_site_03982_-_readcount_6', 'ORF_001431', '-', 'no'],
 ['c_000000000008', 'polyA_site_03983_-_readcount_3', 'ORF_001435', '-', 'no'],
 ['c_000000000008', 'polyA_site_03984_-_readcount_11', 'ORF_001440', '-', 'no'],
 ['c_000000000008', 'polyA_site_03985_-_readcount_8', 'ORF_001441', '-', 'no'],
 ['c_000000000008', 'polyA_site_03986_-_readcount_1', 'ORF_001442', '-', 'no'],
 ['c_000000000008', 'polyA_site_03987_-_readcount_1', 'ORF_001449', '-', 'no'],
 ['c_000000000008', 'polyA_site_03989_-_readcount_2', 'ORF_001456-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_03990_-_readcount_24', 'ORF_001457-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_03991_-_readcount_8', 'ORF_001462', '-', 'no'],
 ['c_000000000008', 'polyA_site_03992_-_readcount_4', 'ORF_001465-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_03994_-_readcount_3', 'ORF_001469', '-', 'no'],
 ['c_000000000008', 'polyA_site_03995_-_readcount_1', 'ORF_001481', '-', 'no'],
 ['c_000000000008', 'polyA_site_03996_-_readcount_57', 'ORF_001481', '-', 'no'],
 ['c_000000000008', 'polyA_site_03997_-_readcount_14', 'ORF_001483', '-', 'no'],
 ['c_000000000008', 'polyA_site_03998_-_readcount_1', 'ORF_001483', '-', 'no'],
 ['c_000000000008', 'polyA_site_03999_-_readcount_7', 'ORF_001484', '-', 'no'],
 ['c_000000000008', 'polyA_site_04000_-_readcount_4', 'ORF_001488', '-', 'no'],
 ['c_000000000008', 'polyA_site_04001_-_readcount_47', 'ORF_001492', '-', 'no'],
 ['c_000000000008', 'polyA_site_04002_-_readcount_1', 'ORF_001493-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04003_-_readcount_10', 'ORF_001494', '-', 'no'],
 ['c_000000000008', 'polyA_site_04004_-_readcount_1', 'ORF_001497-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04005_-_readcount_2', 'ORF_001501', '-', 'no'],
 ['c_000000000008', 'polyA_site_04006_-_readcount_2', 'ORF_001504', '-', 'no'],
 ['c_000000000008', 'polyA_site_04007_-_readcount_33', 'ORF_001509', '-', 'no'],
 ['c_000000000008', 'polyA_site_04008_-_readcount_1', 'ORF_001510', '-', 'no'],
 ['c_000000000008', 'polyA_site_04009_-_readcount_2', 'ORF_001512', '-', 'no'],
 ['c_000000000008', 'polyA_site_04010_-_readcount_1', 'ORF_001513', '-', 'no'],
 ['c_000000000008', 'polyA_site_04011_-_readcount_38', 'ORF_001515', '-', 'no'],
 ['c_000000000008', 'polyA_site_04012_-_readcount_1', 'ORF_001515', '-', 'no'],
 ['c_000000000008', 'polyA_site_04013_-_readcount_2', 'ORF_001518', '-', 'no'],
 ['c_000000000008', 'polyA_site_04014_-_readcount_1', 'ORF_001518', '-', 'no'],
 ['c_000000000008', 'polyA_site_04015_-_readcount_2', 'ORF_001518', '-', 'no'],
 ['c_000000000008', 'polyA_site_04017_-_readcount_3', 'ORF_001519-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04018_-_readcount_9', 'ORF_001523', '-', 'no'],
 ['c_000000000008', 'polyA_site_04019_-_readcount_1', 'ORF_001523', '-', 'no'],
 ['c_000000000008', 'polyA_site_04020_-_readcount_5', 'ORF_001525', '-', 'no'],
 ['c_000000000008', 'polyA_site_04021_-_readcount_1', 'ORF_001525', '-', 'no'],
 ['c_000000000008', 'polyA_site_04022_-_readcount_5', 'ORF_001527-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04023_-_readcount_6', 'ORF_001530', '-', 'no'],
 ['c_000000000008', 'polyA_site_04024_-_readcount_66', 'ORF_001532', '-', 'no'],
 ['c_000000000008', 'polyA_site_04025_-_readcount_4', 'ORF_001534', '-', 'no'],
 ['c_000000000008', 'polyA_site_04026_-_readcount_1', 'ORF_001534', '-', 'no'],
 ['c_000000000008', 'polyA_site_04028_-_readcount_2', 'ORF_001535', '-', 'no'],
 ['c_000000000008', 'polyA_site_04029_-_readcount_11', 'ORF_001537', '-', 'no'],
 ['c_000000000008', 'polyA_site_04030_-_readcount_19', 'ORF_001539', '-', 'no'],
 ['c_000000000008', 'polyA_site_04031_-_readcount_2', 'ORF_001539-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04032_-_readcount_4', 'ORF_001541', '-', 'no'],
 ['c_000000000008', 'polyA_site_04033_-_readcount_3', 'ORF_001546-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04034_-_readcount_3', 'ORF_001550', '-', 'no'],
 ['c_000000000008', 'polyA_site_04035_-_readcount_7', 'ORF_001553', '-', 'no'],
 ['c_000000000008', 'polyA_site_04036_-_readcount_1', 'ORF_001558', '-', 'no'],
 ['c_000000000008', 'polyA_site_04037_-_readcount_2', 'ORF_001559', '-', 'no'],
 ['c_000000000008', 'polyA_site_04038_-_readcount_1', 'ORF_001562', '-', 'no'],
 ['c_000000000008', 'polyA_site_04039_-_readcount_2', 'ORF_001563-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04040_-_readcount_7', 'ORF_001565', '-', 'no'],
 ['c_000000000008', 'polyA_site_04041_-_readcount_3', 'ORF_001570', '-', 'no'],
 ['c_000000000008', 'polyA_site_04042_-_readcount_13', 'ORF_001574', '-', 'no'],
 ['c_000000000008', 'polyA_site_04043_-_readcount_1', 'ORF_001575', '-', 'no'],
 ['c_000000000008', 'polyA_site_04044_-_readcount_5', 'ORF_001576', '-', 'no'],
 ['c_000000000008', 'polyA_site_04045_-_readcount_1', 'ORF_001576', '-', 'no'],
 ['c_000000000008', 'polyA_site_04046_-_readcount_11', 'ORF_001579', '-', 'no'],
 ['c_000000000008', 'polyA_site_04047_-_readcount_3', 'ORF_001581', '-', 'no'],
 ['c_000000000008', 'polyA_site_04048_-_readcount_1', 'ORF_001580', '-', 'no'],
 ['c_000000000008', 'polyA_site_04049_-_readcount_17', 'ORF_001580', '-', 'no'],
 ['c_000000000008', 'polyA_site_04050_-_readcount_1', 'ORF_001582', '-', 'no'],
 ['c_000000000008', 'polyA_site_04051_-_readcount_1', 'ORF_001585', '-', 'no'],
 ['c_000000000008', 'polyA_site_04052_-_readcount_2', 'ORF_001590', '-', 'no'],
 ['c_000000000008', 'polyA_site_04053_-_readcount_1', 'ORF_001592-a', '-', 'no'],
 ['c_000000000008', 'polyA_site_04054_-_readcount_1', 'ORF_001593', '-', 'no'],
 ['c_000000000008', 'polyA_site_04055_-_readcount_2', 'ORF_001594', '-', 'no'],
 ['c_000000000008', 'polyA_site_04056_-_readcount_1', 'ORF_001595', '-', 'no'],
 ['c_000000000008', 'polyA_site_04057_-_readcount_5', 'ORF_001597', '-', 'no'],
 ['c_000000000008', 'polyA_site_04058_-_readcount_1', 'ORF_001598', '-', 'no'],
 ['c_000000000008', 'polyA_site_04059_-_readcount_1', 'ORF_001599', '-', 'no'],
 ['c_000000000008', 'polyA_site_04060_-_readcount_1', 'ORF_001601-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04061_-_readcount_13', 'ORF_001601-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04062_-_readcount_2', 'ORF_001601-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04063_-_readcount_3', 'ORF_001602-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04064_-_readcount_58', 'ORF_001608', '-', 'no'],
 ['c_000000000008', 'polyA_site_04065_-_readcount_5', 'ORF_001612', '-', 'no'],
 ['c_000000000008', 'polyA_site_04066_-_readcount_5', 'ORF_001621', '-', 'no'],
 ['c_000000000008', 'polyA_site_04068_-_readcount_1', 'ORF_001623', '-', 'no'],
 ['c_000000000008', 'polyA_site_04069_-_readcount_3', 'ORF_001623', '-', 'no'],
 ['c_000000000008', 'polyA_site_04070_-_readcount_6', 'ORF_001627', '-', 'no'],
 ['c_000000000008', 'polyA_site_04071_-_readcount_12', 'ORF_001629', '-', 'no'],
 ['c_000000000008', 'polyA_site_04072_-_readcount_1', 'ORF_001630', '-', 'no'],
 ['c_000000000008', 'polyA_site_04073_-_readcount_29', 'ORF_001632', '-', 'no'],
 ['c_000000000008', 'polyA_site_04074_-_readcount_5', 'ORF_001632-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04075_-_readcount_11', 'ORF_001633', '-', 'no'],
 ['c_000000000008', 'polyA_site_04076_-_readcount_1', 'ORF_001636', '-', 'no'],
 ['c_000000000008', 'polyA_site_04077_-_readcount_2', 'ORF_001637', '-', 'no'],
 ['c_000000000008', 'polyA_site_04078_-_readcount_1', 'ORF_001637', '-', 'no'],
 ['c_000000000008', 'polyA_site_04079_-_readcount_9', 'ORF_001638', '-', 'no'],
 ['c_000000000008', 'polyA_site_04080_-_readcount_2', 'ORF_001639', '-', 'no'],
 ['c_000000000008', 'polyA_site_04081_-_readcount_1', 'ORF_001642', '-', 'no'],
 ['c_000000000008', 'polyA_site_04082_-_readcount_15', 'ORF_001643', '-', 'no'],
 ['c_000000000008', 'polyA_site_04083_-_readcount_3', 'ORF_001650', '-', 'no'],
 ['c_000000000008', 'polyA_site_04084_-_readcount_1', 'ORF_001650', '-', 'no'],
 ['c_000000000008', 'polyA_site_04085_-_readcount_23', 'ORF_001653', '-', 'no'],
 ['c_000000000008', 'polyA_site_04086_-_readcount_21', 'ORF_001653', '-', 'no'],
 ['c_000000000008', 'polyA_site_04087_-_readcount_32', 'ORF_001654', '-', 'no'],
 ['c_000000000008', 'polyA_site_04088_-_readcount_1', 'ORF_001654', '-', 'no'],
 ['c_000000000008', 'polyA_site_04089_-_readcount_1', 'ORF_001654', '-', 'no'],
 ['c_000000000008', 'polyA_site_04090_-_readcount_2', 'ORF_001654', '-', 'no'],
 ['c_000000000008', 'polyA_site_04091_-_readcount_5', 'ORF_001663', '-', 'no'],
 ['c_000000000008', 'polyA_site_04092_-_readcount_13', 'ORF_001664', '-', 'no'],
 ['c_000000000008', 'polyA_site_04093_-_readcount_5', 'ORF_001665', '-', 'no'],
 ['c_000000000008', 'polyA_site_04094_-_readcount_1', 'ORF_001666', '-', 'no'],
 ['c_000000000008', 'polyA_site_04095_-_readcount_4', 'ORF_001667', '-', 'no'],
 ['c_000000000008', 'polyA_site_04096_-_readcount_141', 'ORF_001673', '-', 'no'],
 ['c_000000000008', 'polyA_site_04097_-_readcount_2', 'ORF_001673', '-', 'no'],
 ['c_000000000008', 'polyA_site_04098_-_readcount_3', 'ORF_001676-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04099_-_readcount_1', 'ORF_001681-c', '-', 'no'],
 ['c_000000000008', 'polyA_site_04100_-_readcount_3', 'ORF_001685', '-', 'no'],
 ['c_000000000008', 'polyA_site_04101_-_readcount_9', 'ORF_001685-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04102_-_readcount_2', 'ORF_001687', '-', 'no'],
 ['c_000000000008', 'polyA_site_04103_-_readcount_2', 'ORF_001688', '-', 'no'],
 ['c_000000000008', 'polyA_site_04104_-_readcount_3', 'ORF_001688', '-', 'no'],
 ['c_000000000008', 'polyA_site_04105_-_readcount_6', 'ORF_001688', '-', 'no'],
 ['c_000000000008', 'polyA_site_04106_-_readcount_11', 'ORF_001690', '-', 'no'],
 ['c_000000000008', 'polyA_site_04107_-_readcount_1', 'ORF_001690', '-', 'no'],
 ['c_000000000008', 'polyA_site_04108_-_readcount_3', 'ORF_001691', '-', 'no'],
 ['c_000000000008', 'polyA_site_04109_-_readcount_1', 'ORF_001692-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04110_-_readcount_4', 'ORF_001699', '-', 'no'],
 ['c_000000000008', 'polyA_site_04111_-_readcount_22', 'ORF_001701-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04112_-_readcount_7', 'ORF_001703', '-', 'no'],
 ['c_000000000008', 'polyA_site_04114_-_readcount_2', 'ORF_001710', '-', 'no'],
 ['c_000000000008', 'polyA_site_04115_-_readcount_1', 'ORF_001712', '-', 'no'],
 ['c_000000000008', 'polyA_site_04116_-_readcount_4', 'ORF_001713', '-', 'no'],
 ['c_000000000008', 'polyA_site_04117_-_readcount_1', 'ORF_001718-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04118_-_readcount_1', 'ORF_001722', '-', 'no'],
 ['c_000000000008', 'polyA_site_04120_-_readcount_3', 'ORF_001731', '-', 'no'],
 ['c_000000000008', 'polyA_site_04121_-_readcount_1', 'ORF_001732-c', '-', 'no'],
 ['c_000000000008', 'polyA_site_04122_-_readcount_6', 'ORF_001733-a', '-', 'no'],
 ['c_000000000008', 'polyA_site_04123_-_readcount_22', 'ORF_001734', '-', 'no'],
 ['c_000000000008', 'polyA_site_04124_-_readcount_37', 'ORF_001735', '-', 'no'],
 ['c_000000000008', 'polyA_site_04125_-_readcount_1', 'ORF_001739', '-', 'no'],
 ['c_000000000008', 'polyA_site_04126_-_readcount_1', 'ORF_001740-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04127_-_readcount_14', 'ORF_001740-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04128_-_readcount_4', 'ORF_001740-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04129_-_readcount_43', 'ORF_001742', '-', 'no'],
 ['c_000000000008', 'polyA_site_04130_-_readcount_1', 'ORF_001742-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04131_-_readcount_9', 'ORF_001744', '-', 'no'],
 ['c_000000000008', 'polyA_site_04132_-_readcount_1', 'ORF_001744', '-', 'no'],
 ['c_000000000008', 'polyA_site_04133_-_readcount_1', 'ORF_001756', '-', 'no'],
 ['c_000000000008', 'polyA_site_04134_-_readcount_6', 'ORF_001758', '-', 'no'],
 ['c_000000000008', 'polyA_site_04135_-_readcount_9', 'ORF_001757', '-', 'no'],
 ['c_000000000008', 'polyA_site_04136_-_readcount_1', 'ORF_001759-b', '-', 'no'],
 ['c_000000000008', 'polyA_site_04137_-_readcount_3', 'ORF_001765', '-', 'no'],
 ['c_000000000008', 'polyA_site_04138_-_readcount_4', 'ORF_001765', '-', 'no'],
 ['c_000000000008', 'polyA_site_04139_-_readcount_237', 'ORF_001770', '-', 'no'],
 ['c_000000000008', 'polyA_site_04140_-_readcount_1', 'ORF_001770', '-', 'no'],
