[['c_000000000699', 'polyA_site_00001_+_readcount_1', 'FUN_006903', '+'],
 ['c_000000000665', 'polyA_site_01736_+_readcount_1', 'ORF_003482', '+'],
 ['c_000000000665', 'polyA_site_01737_+_readcount_37', 'ORF_003482', '+'],
 ['c_000000000665', 'polyA_site_01738_+_readcount_2', 'ORF_003482', '+'],
 ['c_000000000665', 'polyA_site_01739_+_readcount_7', 'ORF_003483', '+'],
 ['c_000000000665', 'polyA_site_01740_+_readcount_41', 'ORF_003484', '+'],
 ['c_000000000665', 'polyA_site_01741_+_readcount_63', 'ORF_003485', '+'],
 ['c_000000000665', 'polyA_site_01742_+_readcount_1', 'ORF_003485', '+'],
 ['c_000000000665', 'polyA_site_01743_+_readcount_6', 'ORF_003491', '+'],
 ['c_000000000665', 'polyA_site_01744_+_readcount_1', 'ORF_003492', '+'],
 ['c_000000000665', 'polyA_site_01745_+_readcount_2', 'ORF_003494', '+'],
 ['c_000000000665', 'polyA_site_01746_+_readcount_3', 'ORF_003496', '+'],
 ['c_000000000665', 'polyA_site_01747_+_readcount_1', 'ORF_003495', '+'],
 ['c_000000000665', 'polyA_site_01748_+_readcount_4', 'ORF_003497', '+'],
 ['c_000000000665', 'polyA_site_01749_+_readcount_1', 'ORF_003498', '+'],
 ['c_000000000665', 'polyA_site_01750_+_readcount_9', 'ORF_003501', '+'],
 ['c_000000000665', 'polyA_site_01751_+_readcount_4', 'ORF_003504', '+'],
 ['c_000000000665', 'polyA_site_01752_+_readcount_1', 'ORF_003504', '+'],
 ['c_000000000665', 'polyA_site_01753_+_readcount_2', 'ORF_003505', '+'],
 ['c_000000000665', 'polyA_site_01758_+_readcount_4', 'ORF_003511', '+'],
 ['c_000000000665', 'polyA_site_01759_+_readcount_1', 'ORF_003512', '+'],
 ['c_000000000665', 'polyA_site_01760_+_readcount_8', 'ORF_003513', '+'],
 ['c_000000000665', 'polyA_site_01761_+_readcount_57', 'ORF_003514', '+'],
 ['c_000000000665', 'polyA_site_01763_+_readcount_12', 'ORF_003517', '+'],
 ['c_000000000665', 'polyA_site_01764_+_readcount_1', 'ORF_003518', '+'],
 ['c_000000000665', 'polyA_site_01765_+_readcount_73', 'ORF_003518', '+'],
 ['c_000000000665', 'polyA_site_01766_+_readcount_13', 'ORF_003521', '+'],
 ['c_000000000665', 'polyA_site_01767_+_readcount_4', 'ORF_003522', '+'],
 ['c_000000000665', 'polyA_site_01769_+_readcount_5', 'ORF_003527', '+'],
 ['c_000000000665', 'polyA_site_01770_+_readcount_9', 'ORF_003528', '+'],
 ['c_000000000665', 'polyA_site_01771_+_readcount_1', 'ORF_003532', '+'],
 ['c_000000000665', 'polyA_site_01772_+_readcount_3', 'ORF_003533', '+'],
 ['c_000000000665', 'polyA_site_01773_+_readcount_31', 'ORF_003533', '+'],
 ['c_000000000665', 'polyA_site_01774_+_readcount_1', 'ORF_003533', '+'],
 ['c_000000000665', 'polyA_site_01775_+_readcount_1', 'ORF_003537', '+'],
 ['c_000000000665', 'polyA_site_01776_+_readcount_25', 'ORF_003537', '+'],
 ['c_000000000665', 'polyA_site_01777_+_readcount_14', 'ORF_003538', '+'],
 ['c_000000000665', 'polyA_site_01778_+_readcount_1', 'ORF_003538', '+'],
 ['c_000000000016', 'polyA_site_01779_+_readcount_17', 'ORF_003549', '+'],
 ['c_000000000016', 'polyA_site_01780_+_readcount_40', 'ORF_003551', '+'],
 ['c_000000000016', 'polyA_site_01781_+_readcount_47', 'FUN_004070', '+'],
 ['c_000000000016', 'polyA_site_01782_+_readcount_1', 'ORF_003552', '+'],
 ['c_000000000016', 'polyA_site_01783_+_readcount_2', 'ORF_003555', '+'],
 ['c_000000000016', 'polyA_site_01784_+_readcount_1', 'ORF_003566', '+'],
 ['c_000000000016', 'polyA_site_01785_+_readcount_1', 'ORF_003568', '+'],
 ['c_000000000016', 'polyA_site_01786_+_readcount_10', 'ORF_003569', '+'],
 ['c_000000000016', 'polyA_site_01787_+_readcount_2', 'ORF_003572', '+'],
 ['c_000000000016', 'polyA_site_01789_+_readcount_1', 'ORF_003576', '+'],
 ['c_000000000016', 'polyA_site_01790_+_readcount_4', 'ORF_003576', '+'],
 ['c_000000000016', 'polyA_site_01792_+_readcount_20', 'ORF_003578', '+'],
 ['c_000000000016', 'polyA_site_01793_+_readcount_6', 'ORF_003580', '+'],
 ['c_000000000016', 'polyA_site_01794_+_readcount_7', 'ORF_003584', '+'],
 ['c_000000000016', 'polyA_site_01796_+_readcount_3', 'ORF_003594', '+'],
 ['c_000000000016', 'polyA_site_01797_+_readcount_9', 'ORF_003596', '+'],
 ['c_000000000016', 'polyA_site_01798_+_readcount_16', 'ORF_003600', '+'],
 ['c_000000000016', 'polyA_site_01799_+_readcount_3', 'ORF_003603', '+'],
 ['c_000000000016', 'polyA_site_01801_+_readcount_1', 'FUN_004141', '+'],
 ['c_000000000016', 'polyA_site_01802_+_readcount_9', 'ORF_003611', '+'],
 ['c_000000000016', 'polyA_site_01803_+_readcount_3', 'ORF_003612', '+'],
 ['c_000000000016', 'polyA_site_01804_+_readcount_5', 'ORF_003613', '+'],
 ['c_000000000016', 'polyA_site_01805_+_readcount_11', 'ORF_003615', '+'],
 ['c_000000000016', 'polyA_site_01808_+_readcount_4', 'ORF_003619', '+'],
 ['c_000000000016', 'polyA_site_01810_+_readcount_1', 'ORF_003627', '+'],
 ['c_000000000016', 'polyA_site_01811_+_readcount_3', 'ORF_003629', '+'],
 ['c_000000000016', 'polyA_site_01814_+_readcount_5', 'ORF_003633', '+'],
 ['c_000000000016', 'polyA_site_01816_+_readcount_17', 'ORF_003637', '+'],
 ['c_000000000016', 'polyA_site_01817_+_readcount_10', 'ORF_003638', '+'],
 ['c_000000000016', 'polyA_site_01818_+_readcount_1', 'ORF_003638', '+'],
 ['c_000000000016', 'polyA_site_01819_+_readcount_1', 'ORF_003643', '+'],
 ['c_000000000016', 'polyA_site_01820_+_readcount_2', 'ORF_003659', '+'],
 ['c_000000000016', 'polyA_site_01821_+_readcount_2', 'ORF_003658', '+'],
 ['c_000000000016', 'polyA_site_01823_+_readcount_22', 'ORF_003660', '+'],
 ['c_000000000016', 'polyA_site_01824_+_readcount_1', 'ORF_003660', '+'],
 ['c_000000000016', 'polyA_site_01826_+_readcount_1', 'ORF_003666', '+'],
 ['c_000000000016', 'polyA_site_01827_+_readcount_3', 'ORF_003667', '+'],
 ['c_000000000016', 'polyA_site_01830_+_readcount_5', 'ORF_003682', '+'],
 ['c_000000000016', 'polyA_site_01832_+_readcount_3', 'ORF_003684', '+'],
 ['c_000000000016', 'polyA_site_01833_+_readcount_24', 'ORF_003687', '+'],
 ['c_000000000016', 'polyA_site_01834_+_readcount_115', 'ORF_003687', '+'],
 ['c_000000000016', 'polyA_site_01835_+_readcount_1', 'ORF_003687', '+'],
 ['c_000000000016', 'polyA_site_01837_+_readcount_2', 'FUN_004240', '+'],
 ['c_000000000016', 'polyA_site_01838_+_readcount_79', 'ORF_003689', '+'],
 ['c_000000000016', 'polyA_site_01840_+_readcount_2', 'ORF_003692', '+'],
 ['c_000000000016', 'polyA_site_01841_+_readcount_57', 'ORF_003693', '+'],
 ['c_000000000016', 'polyA_site_01843_+_readcount_4', 'ORF_003697', '+'],
 ['c_000000000016', 'polyA_site_01844_+_readcount_1', 'ORF_003698', '+'],
 ['c_000000000016', 'polyA_site_01845_+_readcount_7', 'ORF_003698', '+'],
 ['c_000000000016', 'polyA_site_01846_+_readcount_2', 'ORF_003699', '+'],
 ['c_000000000016', 'polyA_site_01847_+_readcount_2', 'ORF_003703', '+'],
 ['c_000000000016', 'polyA_site_01848_+_readcount_6', 'ORF_003704', '+'],
 ['c_000000000016', 'polyA_site_01849_+_readcount_2', 'ORF_003710', '+'],
 ['c_000000000016', 'polyA_site_01850_+_readcount_1', 'ORF_003711', '+'],
 ['c_000000000016', 'polyA_site_01852_+_readcount_2', 'ORF_003717-b', '+'],
 ['c_000000000016', 'polyA_site_01853_+_readcount_5', 'ORF_003717-b', '+'],
 ['c_000000000016', 'polyA_site_01854_+_readcount_25', 'ORF_003727', '+'],
 ['c_000000000016', 'polyA_site_01855_+_readcount_1', 'ORF_003727', '+'],
 ['c_000000000016', 'polyA_site_01856_+_readcount_2', 'ORF_003728', '+'],
 ['c_000000000016', 'polyA_site_01857_+_readcount_12', 'ORF_003729', '+'],
 ['c_000000000016', 'polyA_site_01858_+_readcount_1', 'ORF_003731', '+'],
 ['c_000000000016', 'polyA_site_01859_+_readcount_2', 'ORF_003732', '+'],
 ['c_000000000016', 'polyA_site_01860_+_readcount_15', 'ORF_003734', '+'],
 ['c_000000000016', 'polyA_site_01864_+_readcount_1', 'ORF_003743', '+'],
 ['c_000000000016', 'polyA_site_01865_+_readcount_55', 'ORF_003743', '+'],
 ['c_000000000016', 'polyA_site_01866_+_readcount_1', 'ORF_003749', '+'],
 ['c_000000000016', 'polyA_site_01867_+_readcount_4', 'ORF_003750-b', '+'],
 ['c_000000000016', 'polyA_site_01868_+_readcount_1', 'ORF_003751-b', '+'],
 ['c_000000000016', 'polyA_site_01869_+_readcount_13', 'ORF_003752', '+'],
 ['c_000000000016', 'polyA_site_01871_+_readcount_1', 'ORF_003754', '+'],
 ['c_000000000016', 'polyA_site_01872_+_readcount_1', 'ORF_003757', '+'],
 ['c_000000000016', 'polyA_site_01874_+_readcount_4', 'ORF_003761', '+'],
 ['c_000000000016', 'polyA_site_01876_+_readcount_3', 'ORF_003767', '+'],
 ['c_000000000016', 'polyA_site_01877_+_readcount_336', 'ORF_003767', '+'],
 ['c_000000000016', 'polyA_site_01878_+_readcount_9', 'ORF_003769', '+'],
 ['c_000000000016', 'polyA_site_01879_+_readcount_1', 'ORF_003769', '+'],
 ['c_000000000016', 'polyA_site_01880_+_readcount_4', 'FUN_004336', '+'],
 ['c_000000000016', 'polyA_site_01882_+_readcount_2', 'ORF_003783', '+'],
 ['c_000000000016', 'polyA_site_01884_+_readcount_23', 'ORF_003789', '+'],
 ['c_000000000016', 'polyA_site_01885_+_readcount_25', 'ORF_003790', '+'],
 ['c_000000000016', 'polyA_site_01889_+_readcount_5', 'ORF_003801', '+'],
 ['c_000000000016', 'polyA_site_01891_+_readcount_5', 'ORF_003812', '+'],
 ['c_000000000016', 'polyA_site_01892_+_readcount_2', 'ORF_003813', '+'],
 ['c_000000000016', 'polyA_site_01894_+_readcount_3', 'ORF_003820', '+'],
 ['c_000000000016', 'polyA_site_01895_+_readcount_24', 'ORF_003822', '+'],
 ['c_000000000016', 'polyA_site_01896_+_readcount_1', 'ORF_003827', '+'],
 ['c_000000000016', 'polyA_site_01897_+_readcount_4', 'ORF_003830', '+'],
 ['c_000000000016', 'polyA_site_01898_+_readcount_1', 'ORF_003830', '+'],
 ['c_000000000016', 'polyA_site_01899_+_readcount_824', 'ORF_003834', '+'],
 ['c_000000000016', 'polyA_site_01900_+_readcount_16', 'ORF_003834', '+'],
 ['c_000000000016', 'polyA_site_01901_+_readcount_1', 'ORF_003834', '+'],
 ['c_000000000016', 'polyA_site_01902_+_readcount_2', 'ORF_003843', '+'],
 ['c_000000000016', 'polyA_site_01903_+_readcount_14', 'ORF_003843', '+'],
 ['c_000000000016', 'polyA_site_01904_+_readcount_1', 'ORF_003846', '+'],
 ['c_000000000016', 'polyA_site_01906_+_readcount_1', 'ORF_003851', '+'],
 ['c_000000000016', 'polyA_site_01907_+_readcount_10', 'ORF_003854', '+'],
 ['c_000000000016', 'polyA_site_01908_+_readcount_1', 'ORF_003854', '+'],
 ['c_000000000016', 'polyA_site_01909_+_readcount_4', 'FUN_004432', '+'],
 ['c_000000000016', 'polyA_site_01911_+_readcount_33', 'ORF_003857', '+'],
 ['c_000000000016', 'polyA_site_01912_+_readcount_67', 'ORF_003863', '+'],
 ['c_000000000016', 'polyA_site_01913_+_readcount_1', 'ORF_003864', '+'],
 ['c_000000000016', 'polyA_site_01914_+_readcount_2', 'ORF_003866-b', '+'],
 ['c_000000000016', 'polyA_site_01915_+_readcount_1', 'ORF_003868', '+'],
 ['c_000000000016', 'polyA_site_01916_+_readcount_2', 'ORF_003868-b', '+'],
 ['c_000000000016', 'polyA_site_01918_+_readcount_2', 'ORF_003875', '+'],
 ['c_000000000016', 'polyA_site_01919_+_readcount_29', 'ORF_003876', '+'],
 ['c_000000000016', 'polyA_site_01920_+_readcount_4', 'ORF_003881', '+'],
 ['c_000000000016', 'polyA_site_01921_+_readcount_11', 'ORF_003883', '+'],
 ['c_000000000016', 'polyA_site_01922_+_readcount_1', 'ORF_003883', '+'],
 ['c_000000000016', 'polyA_site_01923_+_readcount_7', 'ORF_003885', '+'],
 ['c_000000000016', 'polyA_site_01924_+_readcount_1', 'ORF_003886', '+'],
 ['c_000000000016', 'polyA_site_01925_+_readcount_26', 'ORF_003886', '+'],
 ['c_000000000016', 'polyA_site_01926_+_readcount_1', 'ORF_003886', '+'],
 ['c_000000000016', 'polyA_site_01927_+_readcount_1', 'ORF_003887', '+'],
 ['c_000000000016', 'polyA_site_01931_+_readcount_1', 'ORF_003896', '+'],
 ['c_000000000015', 'polyA_site_01932_+_readcount_1', 'ORF_003899', '+'],
 ['c_000000000015', 'polyA_site_01933_+_readcount_1', 'ORF_003907', '+'],
 ['c_000000000015', 'polyA_site_01935_+_readcount_3', 'ORF_003918', '+'],
 ['c_000000000015', 'polyA_site_01936_+_readcount_3', 'ORF_003920', '+'],
 ['c_000000000015', 'polyA_site_01938_+_readcount_102', 'ORF_003922', '+'],
 ['c_000000000015', 'polyA_site_01939_+_readcount_1', 'ORF_003923', '+'],
 ['c_000000000015', 'polyA_site_01940_+_readcount_3', 'ORF_003929', '+'],
 ['c_000000000015', 'polyA_site_01941_+_readcount_2', 'ORF_003929', '+'],
 ['c_000000000015', 'polyA_site_01942_+_readcount_5', 'ORF_003934', '+'],
 ['c_000000000015', 'polyA_site_01943_+_readcount_1', 'ORF_003935', '+'],
 ['c_000000000015', 'polyA_site_01944_+_readcount_31', 'ORF_003935', '+'],
 ['c_000000000015', 'polyA_site_01946_+_readcount_1', 'ORF_003937', '+'],
 ['c_000000000015', 'polyA_site_01947_+_readcount_1', 'ORF_003937', '+'],
 ['c_000000000015', 'polyA_site_01948_+_readcount_55', 'ORF_003937', '+'],
 ['c_000000000015', 'polyA_site_01949_+_readcount_3', 'ORF_003937', '+'],
 ['c_000000000015', 'polyA_site_01950_+_readcount_1', 'ORF_003937', '+'],
 ['c_000000000015', 'polyA_site_01951_+_readcount_3', 'ORF_003941', '+'],
 ['c_000000000015', 'polyA_site_01952_+_readcount_5', 'ORF_003942', '+'],
 ['c_000000000015', 'polyA_site_01953_+_readcount_53', 'ORF_003943', '+'],
 ['c_000000000015', 'polyA_site_01954_+_readcount_14', 'ORF_003944', '+'],
 ['c_000000000015', 'polyA_site_01955_+_readcount_16', 'ORF_003945', '+'],
 ['c_000000000015', 'polyA_site_01956_+_readcount_31', 'ORF_003948', '+'],
 ['c_000000000015', 'polyA_site_01957_+_readcount_3', 'ORF_003950', '+'],
 ['c_000000000015', 'polyA_site_01958_+_readcount_1', 'ORF_003950', '+'],
 ['c_000000000015', 'polyA_site_01959_+_readcount_3', 'ORF_003953', '+'],
 ['c_000000000015', 'polyA_site_01961_+_readcount_29', 'ORF_003956', '+'],
 ['c_000000000015', 'polyA_site_01962_+_readcount_12', 'ORF_003958', '+'],
 ['c_000000000015', 'polyA_site_01965_+_readcount_17', 'ORF_003962', '+'],
 ['c_000000000015', 'polyA_site_01966_+_readcount_15', 'ORF_003962', '+'],
 ['c_000000000015', 'polyA_site_01967_+_readcount_1', 'ORF_003963', '+'],
 ['c_000000000015', 'polyA_site_01968_+_readcount_7', 'ORF_003965', '+'],
 ['c_000000000015', 'polyA_site_01970_+_readcount_10', 'ORF_003969', '+'],
 ['c_000000000015', 'polyA_site_01972_+_readcount_6', 'ORF_003971', '+'],
 ['c_000000000015', 'polyA_site_01974_+_readcount_4', 'ORF_003973', '+'],
 ['c_000000000015', 'polyA_site_01975_+_readcount_2', 'ORF_003981', '+'],
 ['c_000000000015', 'polyA_site_01976_+_readcount_4', 'ORF_003980', '+'],
 ['c_000000000015', 'polyA_site_01977_+_readcount_2', 'ORF_003982', '+'],
 ['c_000000000015', 'polyA_site_01979_+_readcount_2', 'ORF_003988', '+'],
 ['c_000000000015', 'polyA_site_01980_+_readcount_3', 'ORF_003989-b', '+'],
 ['c_000000000015', 'polyA_site_01982_+_readcount_16', 'ORF_003995', '+'],
 ['c_000000000015', 'polyA_site_01983_+_readcount_16', 'ORF_003996', '+'],
 ['c_000000000015', 'polyA_site_01984_+_readcount_2', 'ORF_003996', '+'],
 ['c_000000000015', 'polyA_site_01985_+_readcount_24', 'ORF_003998', '+'],
 ['c_000000000015', 'polyA_site_01986_+_readcount_2', 'ORF_004004', '+'],
 ['c_000000000015', 'polyA_site_01987_+_readcount_15', 'ORF_004006', '+'],
 ['c_000000000015', 'polyA_site_01988_+_readcount_26', 'ORF_004006', '+'],
 ['c_000000000015', 'polyA_site_01989_+_readcount_4', 'ORF_004006', '+'],
 ['c_000000000015', 'polyA_site_01990_+_readcount_1', 'ORF_004009', '+'],
 ['c_000000000015', 'polyA_site_01991_+_readcount_10', 'ORF_004011', '+'],
 ['c_000000000015', 'polyA_site_01992_+_readcount_3', 'ORF_004012', '+'],
 ['c_000000000015', 'polyA_site_01993_+_readcount_2', 'ORF_004016', '+'],
 ['c_000000000015', 'polyA_site_01994_+_readcount_6', 'ORF_004017', '+'],
 ['c_000000000015', 'polyA_site_01995_+_readcount_8', 'ORF_004018', '+'],
 ['c_000000000015', 'polyA_site_01996_+_readcount_5', 'ORF_004019', '+'],
 ['c_000000000015', 'polyA_site_01997_+_readcount_7', 'ORF_004025', '+'],
 ['c_000000000015', 'polyA_site_01999_+_readcount_3', 'ORF_004028', '+'],
 ['c_000000000015', 'polyA_site_02001_+_readcount_1', 'ORF_004030', '+'],
 ['c_000000000015', 'polyA_site_02002_+_readcount_1', 'ORF_004031', '+'],
 ['c_000000000015', 'polyA_site_02003_+_readcount_12', 'ORF_004032', '+'],
 ['c_000000000015', 'polyA_site_02004_+_readcount_1', 'ORF_004032', '+'],
 ['c_000000000015', 'polyA_site_02005_+_readcount_2', 'ORF_004032-b', '+'],
 ['c_000000000015', 'polyA_site_02006_+_readcount_2', 'ORF_004036', '+'],
 ['c_000000000015', 'polyA_site_02007_+_readcount_6', 'FUN_003786-uncert-end', '+'],
 ['c_000000000015', 'polyA_site_02008_+_readcount_3', 'ORF_004041', '+'],
 ['c_000000000015', 'polyA_site_02009_+_readcount_4', 'ORF_004042', '+'],
 ['c_000000000015', 'polyA_site_02010_+_readcount_97', 'ORF_004042', '+'],
 ['c_000000000015', 'polyA_site_02011_+_readcount_4', 'ORF_004042', '+'],
 ['c_000000000015', 'polyA_site_02012_+_readcount_3', 'ORF_004044', '+'],
 ['c_000000000015', 'polyA_site_02013_+_readcount_2', 'ORF_004053', '+'],
 ['c_000000000015', 'polyA_site_02014_+_readcount_17', 'ORF_004054', '+'],
 ['c_000000000015', 'polyA_site_02015_+_readcount_7', 'ORF_004055', '+'],
 ['c_000000000015', 'polyA_site_02017_+_readcount_7', 'ORF_004063', '+'],
 ['c_000000000015', 'polyA_site_02018_+_readcount_3', 'ORF_004066', '+'],
 ['c_000000000015', 'polyA_site_02019_+_readcount_4', 'ORF_004072', '+'],
 ['c_000000000015', 'polyA_site_02020_+_readcount_3', 'ORF_004076', '+'],
 ['c_000000000015', 'polyA_site_02021_+_readcount_3', 'ORF_004081', '+'],
 ['c_000000000015', 'polyA_site_02022_+_readcount_11', 'ORF_004082', '+'],
 ['c_000000000015', 'polyA_site_02025_+_readcount_6', 'ORF_004088', '+'],
 ['c_000000000015', 'polyA_site_02026_+_readcount_14', 'ORF_004091-b', '+'],
 ['c_000000000015', 'polyA_site_02028_+_readcount_2', 'ORF_004093', '+'],
 ['c_000000000015', 'polyA_site_02029_+_readcount_60', 'ORF_004093', '+'],
 ['c_000000000015', 'polyA_site_02030_+_readcount_1', 'ORF_004094', '+'],
 ['c_000000000015', 'polyA_site_02031_+_readcount_6', 'ORF_004094', '+'],
 ['c_000000000015', 'polyA_site_02032_+_readcount_36', 'ORF_004095', '+'],
 ['c_000000000015', 'polyA_site_02034_+_readcount_3', 'ORF_004099', '+'],
 ['c_000000000015', 'polyA_site_02035_+_readcount_2', 'ORF_004100', '+'],
 ['c_000000000015', 'polyA_site_02036_+_readcount_3', 'ORF_004101', '+'],
 ['c_000000000015', 'polyA_site_02037_+_readcount_5', 'ORF_004102', '+'],
 ['c_000000000015', 'polyA_site_02038_+_readcount_1', 'ORF_004102', '+'],
 ['c_000000000015', 'polyA_site_02039_+_readcount_1', 'ORF_004103', '+'],
 ['c_000000000015', 'polyA_site_02041_+_readcount_5', 'ORF_004106', '+'],
 ['c_000000000015', 'polyA_site_02042_+_readcount_8', 'ORF_004110', '+'],
 ['c_000000000015', 'polyA_site_02043_+_readcount_4', 'ORF_004113', '+'],
 ['c_000000000015', 'polyA_site_02045_+_readcount_53', 'ORF_004115', '+'],
 ['c_000000000015', 'polyA_site_02046_+_readcount_3', 'ORF_004117', '+'],
 ['c_000000000015', 'polyA_site_02047_+_readcount_1', 'ORF_004117', '+'],
 ['c_000000000015', 'polyA_site_02049_+_readcount_1', 'ORF_004120', '+'],
 ['c_000000000015', 'polyA_site_02050_+_readcount_9', 'ORF_004124', '+'],
 ['c_000000000015', 'polyA_site_02051_+_readcount_7', 'ORF_004127', '+'],
 ['c_000000000015', 'polyA_site_02052_+_readcount_2', 'ORF_004129', '+'],
 ['c_000000000015', 'polyA_site_02053_+_readcount_4', 'ORF_004130', '+'],
 ['c_000000000015', 'polyA_site_02054_+_readcount_22', 'ORF_004131', '+'],
 ['c_000000000015', 'polyA_site_02055_+_readcount_1', 'ORF_004133-a', '+'],
 ['c_000000000015', 'polyA_site_02059_+_readcount_1', 'ORF_004142', '+'],
 ['c_000000000015', 'polyA_site_02060_+_readcount_1', 'ORF_004142', '+'],
 ['c_000000000015', 'polyA_site_02061_+_readcount_16', 'ORF_004146', '+'],
 ['c_000000000015', 'polyA_site_02062_+_readcount_7', 'ORF_004148', '+'],
 ['c_000000000015', 'polyA_site_02063_+_readcount_5', 'FUN_003915', '+'],
 ['c_000000000015', 'polyA_site_02064_+_readcount_1', 'ORF_004149', '+'],
 ['c_000000000015', 'polyA_site_02065_+_readcount_2', 'ORF_004155-b', '+'],
 ['c_000000000015', 'polyA_site_02066_+_readcount_14', 'ORF_004156', '+'],
 ['c_000000000015', 'polyA_site_02067_+_readcount_1', 'ORF_004157', '+'],
 ['c_000000000015', 'polyA_site_02069_+_readcount_2', 'ORF_004165', '+'],
 ['c_000000000015', 'polyA_site_02070_+_readcount_2', 'ORF_004175', '+'],
 ['c_000000000015', 'polyA_site_02072_+_readcount_73', 'ORF_004184', '+'],
 ['c_000000000015', 'polyA_site_02073_+_readcount_2', 'ORF_004184', '+'],
 ['c_000000000015', 'polyA_site_02074_+_readcount_6', 'ORF_004188', '+'],
 ['c_000000000015', 'polyA_site_02075_+_readcount_29', 'ORF_004190', '+'],
 ['c_000000000015', 'polyA_site_02076_+_readcount_20', 'ORF_004192', '+'],
 ['c_000000000015', 'polyA_site_02077_+_readcount_3', 'ORF_004193', '+'],
 ['c_000000000015', 'polyA_site_02078_+_readcount_3', 'ORF_004194', '+'],
 ['c_000000000015', 'polyA_site_02079_+_readcount_2', 'ORF_004197', '+'],
 ['c_000000000015', 'polyA_site_02082_+_readcount_2', 'ORF_004210', '+'],
 ['c_000000000015', 'polyA_site_02083_+_readcount_9', 'ORF_004213', '+'],
 ['c_000000000015', 'polyA_site_02084_+_readcount_2', 'ORF_004215', '+'],
 ['c_000000000015', 'polyA_site_02086_+_readcount_2', 'FUN_003999', '+'],
 ['c_000000000015', 'polyA_site_02088_+_readcount_2', 'ORF_004219-b', '+'],
 ['c_000000000015', 'polyA_site_02089_+_readcount_15', 'ORF_004223', '+'],
 ['c_000000000015', 'polyA_site_02090_+_readcount_4', 'ORF_004225', '+'],
 ['c_000000000015', 'polyA_site_02091_+_readcount_1', 'ORF_004226', '+'],
